source,dataset,severity,seed,status,validation_passed,achieved_rate,excluded_columns
openml,heloc,0.05,2,OK,True,"{'ExternalRiskEstimate': 0.04365838113448056, 'MSinceOldestTradeOpen': 0.05003186743148502, 'MSinceMostRecentTradeOpen': 0.049075844486934354, 'AverageMInFile': 0.05353728489483748, 'NumSatisfactoryTrades': 0.04811982154238369, 'NumTrades60Ever2DerogPubRec': 0.046207775653282344, 'NumTrades90Ever2DerogPubRec': 0.05098789037603569, 'PercentTradesNeverDelq': 0.05035054174633524, 'MSinceMostRecentDelq': 0.05035054174633524, 'MaxDelq2PublicRecLast12M': 0.04365838113448056, 'MaxDelqEver': 0.05066921606118547, 'NumTotalTrades': 0.045889101338432124, 'NumTradesOpeninLast12M': 0.04875717017208413, 'PercentInstallTrades': 0.055130656469088594, 'MSinceMostRecentInqexcl7days': 0.058636073932441045, 'NumInqLast6M': 0.05003186743148502, 'NumInqLast6Mexcl7days': 0.05704270235818993, 'NetFractionRevolvingBurden': 0.05321861057998725, 'NetFractionInstallBurden': 0.05194391332058636, 'NumRevolvingTradesWBalance': 0.05481198215423837, 'NumInstallTradesWBalance': 0.05417463352453792, 'NumBank2NatlTradesWHighUtilization': 0.05417463352453792, 'PercentTradesWBalance': 0.05066921606118547}",
openml,heloc,0.05,3,OK,True,"{'ExternalRiskEstimate': 0.05449330783938815, 'MSinceOldestTradeOpen': 0.06022944550669216, 'MSinceMostRecentTradeOpen': 0.05640535372848948, 'AverageMInFile': 0.04875717017208413, 'NumSatisfactoryTrades': 0.05035054174633524, 'NumTrades60Ever2DerogPubRec': 0.049075844486934354, 'NumTrades90Ever2DerogPubRec': 0.04780114722753346, 'PercentTradesNeverDelq': 0.05066921606118547, 'MSinceMostRecentDelq': 0.05098789037603569, 'MaxDelq2PublicRecLast12M': 0.05417463352453792, 'MaxDelqEver': 0.05066921606118547, 'NumTotalTrades': 0.05066921606118547, 'NumTradesOpeninLast12M': 0.052581261950286805, 'PercentInstallTrades': 0.0579987253027406, 'MSinceMostRecentInqexcl7days': 0.04780114722753346, 'NumInqLast6M': 0.05353728489483748, 'NumInqLast6Mexcl7days': 0.05035054174633524, 'NetFractionRevolvingBurden': 0.0538559592096877, 'NetFractionInstallBurden': 0.05194391332058636, 'NumRevolvingTradesWBalance': 0.05003186743148502, 'NumInstallTradesWBalance': 0.05098789037603569, 'NumBank2NatlTradesWHighUtilization': 0.049075844486934354, 'PercentTradesWBalance': 0.05704270235818993}",
openml,heloc,0.1,1,OK,True,"{'ExternalRiskEstimate': 0.10006373486297004, 'MSinceOldestTradeOpen': 0.09974506054811982, 'MSinceMostRecentTradeOpen': 0.10038240917782026, 'AverageMInFile': 0.10452517527087317, 'NumSatisfactoryTrades': 0.10325047801147227, 'NumTrades60Ever2DerogPubRec': 0.10261312938177183, 'NumTrades90Ever2DerogPubRec': 0.10484384958572339, 'PercentTradesNeverDelq': 0.08954748247291268, 'MSinceMostRecentDelq': 0.09018483110261313, 'MaxDelq2PublicRecLast12M': 0.10707456978967496, 'MaxDelqEver': 0.1022944550669216, 'NumTotalTrades': 0.10388782664117271, 'NumTradesOpeninLast12M': 0.09082217973231357, 'PercentInstallTrades': 0.10611854684512428, 'MSinceMostRecentInqexcl7days': 0.10070108349267048, 'NumInqLast6M': 0.10611854684512428, 'NumInqLast6Mexcl7days': 0.10261312938177183, 'NetFractionRevolvingBurden': 0.09783301465901849, 'NetFractionInstallBurden': 0.09496494582536648, 'NumRevolvingTradesWBalance': 0.10325047801147227, 'NumInstallTradesWBalance': 0.09018483110261313, 'NumBank2NatlTradesWHighUtilization': 0.10707456978967496, 'PercentTradesWBalance': 0.09815168897386871}",
openml,heloc,0.1,2,OK,True,"{'ExternalRiskEstimate': 0.09369024856596558, 'MSinceOldestTradeOpen': 0.0994263862332696, 'MSinceMostRecentTradeOpen': 0.11376673040152964, 'AverageMInFile': 0.10834926704907584, 'NumSatisfactoryTrades': 0.10388782664117271, 'NumTrades60Ever2DerogPubRec': 0.0965583173996176, 'NumTrades90Ever2DerogPubRec': 0.1022944550669216, 'PercentTradesNeverDelq': 0.1089866156787763, 'MSinceMostRecentDelq': 0.09050350541746335, 'MaxDelq2PublicRecLast12M': 0.09815168897386871, 'MaxDelqEver': 0.10325047801147227, 'NumTotalTrades': 0.09847036328871893, 'NumTradesOpeninLast12M': 0.10707456978967496, 'PercentInstallTrades': 0.10133843212237094, 'MSinceMostRecentInqexcl7days': 0.10707456978967496, 'NumInqLast6M': 0.0965583173996176, 'NumInqLast6Mexcl7days': 0.10388782664117271, 'NetFractionRevolvingBurden': 0.10388782664117271, 'NetFractionInstallBurden': 0.10484384958572339, 'NumRevolvingTradesWBalance': 0.09751434034416825, 'NumInstallTradesWBalance': 0.10325047801147227, 'NumBank2NatlTradesWHighUtilization': 0.10293180369662205, 'PercentTradesWBalance': 0.09847036328871893}",
openml,heloc,0.1,3,OK,True,"{'ExternalRiskEstimate': 0.11536010197578075, 'MSinceOldestTradeOpen': 0.10739324410452518, 'MSinceMostRecentTradeOpen': 0.1089866156787763, 'AverageMInFile': 0.0952836201402167, 'NumSatisfactoryTrades': 0.10452517527087317, 'NumTrades60Ever2DerogPubRec': 0.09145952836201403, 'NumTrades90Ever2DerogPubRec': 0.09305289993626514, 'PercentTradesNeverDelq': 0.10165710643722116, 'MSinceMostRecentDelq': 0.09847036328871893, 'MaxDelq2PublicRecLast12M': 0.10197578075207138, 'MaxDelqEver': 0.10579987253027406, 'NumTotalTrades': 0.09847036328871893, 'NumTradesOpeninLast12M': 0.1077119184193754, 'PercentInstallTrades': 0.11663479923518165, 'MSinceMostRecentInqexcl7days': 0.10101975780752072, 'NumInqLast6M': 0.1064372211599745, 'NumInqLast6Mexcl7days': 0.10165710643722116, 'NetFractionRevolvingBurden': 0.10866794136392607, 'NetFractionInstallBurden': 0.09815168897386871, 'NumRevolvingTradesWBalance': 0.10611854684512428, 'NumInstallTradesWBalance': 0.10133843212237094, 'NumBank2NatlTradesWHighUtilization': 0.09560229445506692, 'PercentTradesWBalance': 0.10866794136392607}",
openml,heloc,0.15,1,OK,True,"{'ExternalRiskEstimate': 0.1532823454429573, 'MSinceOldestTradeOpen': 0.1491395793499044, 'MSinceMostRecentTradeOpen': 0.1507329509241555, 'AverageMInFile': 0.15264499681325686, 'NumSatisfactoryTrades': 0.15360101975780752, 'NumTrades60Ever2DerogPubRec': 0.1561504142766093, 'NumTrades90Ever2DerogPubRec': 0.15551306564690887, 'PercentTradesNeverDelq': 0.1392606755895475, 'MSinceMostRecentDelq': 0.1338432122370937, 'MaxDelq2PublicRecLast12M': 0.15646908859145953, 'MaxDelqEver': 0.1516889738687062, 'NumTotalTrades': 0.1516889738687062, 'NumTradesOpeninLast12M': 0.13989802421924794, 'PercentInstallTrades': 0.15519439133205865, 'MSinceMostRecentInqexcl7days': 0.14945825366475463, 'NumInqLast6M': 0.1574251115360102, 'NumInqLast6Mexcl7days': 0.1507329509241555, 'NetFractionRevolvingBurden': 0.14977692797960485, 'NetFractionInstallBurden': 0.1491395793499044, 'NumRevolvingTradesWBalance': 0.1586998087954111, 'NumInstallTradesWBalance': 0.1392606755895475, 'NumBank2NatlTradesWHighUtilization': 0.15806246016571066, 'PercentTradesWBalance': 0.14722753346080306}",
openml,heloc,0.15,2,OK,True,"{'ExternalRiskEstimate': 0.15105162523900573, 'MSinceOldestTradeOpen': 0.15264499681325686, 'MSinceMostRecentTradeOpen': 0.15933715742511154, 'AverageMInFile': 0.1561504142766093, 'NumSatisfactoryTrades': 0.14659018483110262, 'NumTrades60Ever2DerogPubRec': 0.14850223072020396, 'NumTrades90Ever2DerogPubRec': 0.14563416188655195, 'PercentTradesNeverDelq': 0.15519439133205865, 'MSinceMostRecentDelq': 0.1437221159974506, 'MaxDelq2PublicRecLast12M': 0.14690885914595284, 'MaxDelqEver': 0.1507329509241555, 'NumTotalTrades': 0.14659018483110262, 'NumTradesOpeninLast12M': 0.15838113448056088, 'PercentInstallTrades': 0.1532823454429573, 'MSinceMostRecentInqexcl7days': 0.15551306564690887, 'NumInqLast6M': 0.14882090503505419, 'NumInqLast6Mexcl7days': 0.1516889738687062, 'NetFractionRevolvingBurden': 0.1574251115360102, 'NetFractionInstallBurden': 0.1574251115360102, 'NumRevolvingTradesWBalance': 0.14404079031230083, 'NumInstallTradesWBalance': 0.15264499681325686, 'NumBank2NatlTradesWHighUtilization': 0.15391969407265774, 'PercentTradesWBalance': 0.15105162523900573}",
openml,heloc,0.15,3,OK,True,"{'ExternalRiskEstimate': 0.16507329509241556, 'MSinceOldestTradeOpen': 0.15200764818355642, 'MSinceMostRecentTradeOpen': 0.15997450605481198, 'AverageMInFile': 0.14977692797960485, 'NumSatisfactoryTrades': 0.15360101975780752, 'NumTrades60Ever2DerogPubRec': 0.14021669853409816, 'NumTrades90Ever2DerogPubRec': 0.14181007010834926, 'PercentTradesNeverDelq': 0.15519439133205865, 'MSinceMostRecentDelq': 0.14754620777565328, 'MaxDelq2PublicRecLast12M': 0.14945825366475463, 'MaxDelqEver': 0.1586998087954111, 'NumTotalTrades': 0.14977692797960485, 'NumTradesOpeninLast12M': 0.15009560229445507, 'PercentInstallTrades': 0.165710643722116, 'MSinceMostRecentInqexcl7days': 0.1532823454429573, 'NumInqLast6M': 0.15806246016571066, 'NumInqLast6Mexcl7days': 0.15487571701720843, 'NetFractionRevolvingBurden': 0.1615678776290631, 'NetFractionInstallBurden': 0.14149139579349904, 'NumRevolvingTradesWBalance': 0.1586998087954111, 'NumInstallTradesWBalance': 0.15296367112810708, 'NumBank2NatlTradesWHighUtilization': 0.14850223072020396, 'PercentTradesWBalance': 0.16602931803696622}",
openml,heloc,0.2,1,OK,True,"{'ExternalRiskEstimate': 0.20363288718929254, 'MSinceOldestTradeOpen': 0.19439133205863607, 'MSinceMostRecentTradeOpen': 0.2004461440407903, 'AverageMInFile': 0.19949012109623965, 'NumSatisfactoryTrades': 0.20968769917144678, 'NumTrades60Ever2DerogPubRec': 0.20873167622689612, 'NumTrades90Ever2DerogPubRec': 0.19789674952198852, 'PercentTradesNeverDelq': 0.19120458891013384, 'MSinceMostRecentDelq': 0.19152326322498406, 'MaxDelq2PublicRecLast12M': 0.20650095602294455, 'MaxDelqEver': 0.1921606118546845, 'NumTotalTrades': 0.19630337794773742, 'NumTradesOpeninLast12M': 0.19152326322498406, 'PercentInstallTrades': 0.2074569789674952, 'MSinceMostRecentInqexcl7days': 0.19375398342893563, 'NumInqLast6M': 0.2045889101338432, 'NumInqLast6Mexcl7days': 0.1975780752071383, 'NetFractionRevolvingBurden': 0.20203951561504144, 'NetFractionInstallBurden': 0.19566602931803698, 'NumRevolvingTradesWBalance': 0.20427023581899298, 'NumInstallTradesWBalance': 0.1905672402804334, 'NumBank2NatlTradesWHighUtilization': 0.2045889101338432, 'PercentTradesWBalance': 0.19662205226258764}",
openml,heloc,0.2,2,OK,True,"{'ExternalRiskEstimate': 0.20490758444869345, 'MSinceOldestTradeOpen': 0.19917144678138943, 'MSinceMostRecentTradeOpen': 0.20618228170809433, 'AverageMInFile': 0.20172084130019122, 'NumSatisfactoryTrades': 0.19725940089228808, 'NumTrades60Ever2DerogPubRec': 0.20140216698534097, 'NumTrades90Ever2DerogPubRec': 0.19630337794773742, 'PercentTradesNeverDelq': 0.207138304652645, 'MSinceMostRecentDelq': 0.1934353091140854, 'MaxDelq2PublicRecLast12M': 0.19694072657743786, 'MaxDelqEver': 0.19694072657743786, 'NumTotalTrades': 0.19662205226258764, 'NumTradesOpeninLast12M': 0.20203951561504144, 'PercentInstallTrades': 0.20172084130019122, 'MSinceMostRecentInqexcl7days': 0.2055449330783939, 'NumInqLast6M': 0.1988527724665392, 'NumInqLast6Mexcl7days': 0.1975780752071383, 'NetFractionRevolvingBurden': 0.2055449330783939, 'NetFractionInstallBurden': 0.20650095602294455, 'NumRevolvingTradesWBalance': 0.20235818992989166, 'NumInstallTradesWBalance': 0.19789674952198852, 'NumBank2NatlTradesWHighUtilization': 0.19917144678138943, 'PercentTradesWBalance': 0.19917144678138943}",
openml,heloc,0.2,3,OK,True,"{'ExternalRiskEstimate': 0.20936902485659656, 'MSinceOldestTradeOpen': 0.20108349267049075, 'MSinceMostRecentTradeOpen': 0.20618228170809433, 'AverageMInFile': 0.20203951561504144, 'NumSatisfactoryTrades': 0.20108349267049075, 'NumTrades60Ever2DerogPubRec': 0.19534735500318676, 'NumTrades90Ever2DerogPubRec': 0.1880178457616316, 'PercentTradesNeverDelq': 0.20140216698534097, 'MSinceMostRecentDelq': 0.19534735500318676, 'MaxDelq2PublicRecLast12M': 0.19789674952198852, 'MaxDelqEver': 0.207138304652645, 'NumTotalTrades': 0.20331421287444232, 'NumTradesOpeninLast12M': 0.19949012109623965, 'PercentInstallTrades': 0.20873167622689612, 'MSinceMostRecentInqexcl7days': 0.21032504780114722, 'NumInqLast6M': 0.21574251115360102, 'NumInqLast6Mexcl7days': 0.2045889101338432, 'NetFractionRevolvingBurden': 0.207138304652645, 'NetFractionInstallBurden': 0.1947100063734863, 'NumRevolvingTradesWBalance': 0.20777565328234543, 'NumInstallTradesWBalance': 0.19980879541108987, 'NumBank2NatlTradesWHighUtilization': 0.20363288718929254, 'PercentTradesWBalance': 0.2182919056724028}",
openml,heloc,0.25,1,OK,True,"{'ExternalRiskEstimate': 0.2555768005098789, 'MSinceOldestTradeOpen': 0.23804971319311663, 'MSinceMostRecentTradeOpen': 0.2517527087316762, 'AverageMInFile': 0.2498406628425749, 'NumSatisfactoryTrades': 0.26163161249203315, 'NumTrades60Ever2DerogPubRec': 0.26003824091778205, 'NumTrades90Ever2DerogPubRec': 0.2447418738049713, 'PercentTradesNeverDelq': 0.23996175908221798, 'MSinceMostRecentDelq': 0.23645634161886553, 'MaxDelq2PublicRecLast12M': 0.24824729126832376, 'MaxDelqEver': 0.245697896749522, 'NumTotalTrades': 0.25111536010197577, 'NumTradesOpeninLast12M': 0.23804971319311663, 'PercentInstallTrades': 0.25589547482472913, 'MSinceMostRecentInqexcl7days': 0.24410452517527087, 'NumInqLast6M': 0.25589547482472913, 'NumInqLast6Mexcl7days': 0.24282982791587, 'NetFractionRevolvingBurden': 0.25270873167622687, 'NetFractionInstallBurden': 0.251434034416826, 'NumRevolvingTradesWBalance': 0.2587635436583811, 'NumInstallTradesWBalance': 0.24091778202676864, 'NumBank2NatlTradesWHighUtilization': 0.25239005736137665, 'PercentTradesWBalance': 0.2447418738049713}",
openml,heloc,0.25,2,OK,True,"{'ExternalRiskEstimate': 0.26131293817718293, 'MSinceOldestTradeOpen': 0.24792861695347354, 'MSinceMostRecentTradeOpen': 0.25239005736137665, 'AverageMInFile': 0.245697896749522, 'NumSatisfactoryTrades': 0.24792861695347354, 'NumTrades60Ever2DerogPubRec': 0.25111536010197577, 'NumTrades90Ever2DerogPubRec': 0.245697896749522, 'PercentTradesNeverDelq': 0.25462077756532825, 'MSinceMostRecentDelq': 0.24697259400892288, 'MaxDelq2PublicRecLast12M': 0.24155513065646908, 'MaxDelqEver': 0.24824729126832376, 'NumTotalTrades': 0.24282982791587, 'NumTradesOpeninLast12M': 0.2530274059910771, 'PercentInstallTrades': 0.24410452517527087, 'MSinceMostRecentInqexcl7days': 0.25239005736137665, 'NumInqLast6M': 0.24506054811982153, 'NumInqLast6Mexcl7days': 0.25748884639898023, 'NetFractionRevolvingBurden': 0.2472912683237731, 'NetFractionInstallBurden': 0.26290630975143403, 'NumRevolvingTradesWBalance': 0.2568514977692798, 'NumInstallTradesWBalance': 0.24952198852772467, 'NumBank2NatlTradesWHighUtilization': 0.2517527087316762, 'PercentTradesWBalance': 0.24537922243467178}",
openml,heloc,0.25,3,OK,True,"{'ExternalRiskEstimate': 0.26003824091778205, 'MSinceOldestTradeOpen': 0.25621414913957935, 'MSinceMostRecentTradeOpen': 0.25430210325047803, 'AverageMInFile': 0.25270873167622687, 'NumSatisfactoryTrades': 0.25334608030592737, 'NumTrades60Ever2DerogPubRec': 0.23677501593371575, 'NumTrades90Ever2DerogPubRec': 0.2323135755258126, 'PercentTradesNeverDelq': 0.25207138304652643, 'MSinceMostRecentDelq': 0.24697259400892288, 'MaxDelq2PublicRecLast12M': 0.245697896749522, 'MaxDelqEver': 0.25653282345442957, 'NumTotalTrades': 0.2552581261950287, 'NumTradesOpeninLast12M': 0.24346717654557043, 'PercentInstallTrades': 0.25717017208413, 'MSinceMostRecentInqexcl7days': 0.2568514977692798, 'NumInqLast6M': 0.26449968132568513, 'NumInqLast6Mexcl7days': 0.25717017208413, 'NetFractionRevolvingBurden': 0.25812619502868067, 'NetFractionInstallBurden': 0.24123645634161886, 'NumRevolvingTradesWBalance': 0.2584448693435309, 'NumInstallTradesWBalance': 0.24282982791587, 'NumBank2NatlTradesWHighUtilization': 0.25812619502868067, 'PercentTradesWBalance': 0.26673040152963673}",
openml,jm1,0.05,1,OK,True,"{'loc': 0.05296999387630129, 'v(g)': 0.04562155541947336, 'ev(g)': 0.050826699326393145, 'iv(g)': 0.05572565829761176, 'n': 0.05021432945499082, 'v': 0.05235762400489896, 'l': 0.051745254133496635, 'd': 0.04500918554807103, 'i': 0.05388854868340478, 'e': 0.049601959583588484, 'b': 0.05327617881200245, 't': 0.0520514390691978, 'lOCode': 0.04623392529087569, 'lOComment': 0.04715248009797918, 'lOBlank': 0.052663808940600125, 'locCodeAndComment': 0.04990814451928965, 'uniq_Op': 0.049601959583588484, 'uniq_Opnd': 0.05143906919779547, 'total_Op': 0.05021432945499082, 'total_Opnd': 0.048683404776484994, 'branchCount': 0.04990814451928965}",
openml,jm1,0.05,2,OK,True,"{'loc': 0.04378444580526638, 'v(g)': 0.047764849969381504, 'ev(g)': 0.05388854868340478, 'iv(g)': 0.050826699326393145, 'n': 0.04654011022657685, 'v': 0.05143906919779547, 'l': 0.04654011022657685, 'd': 0.04929577464788732, 'i': 0.05143906919779547, 'e': 0.044396815676668706, 'b': 0.05021432945499082, 't': 0.047764849969381504, 'lOCode': 0.049601959583588484, 'lOComment': 0.05756276791181874, 'lOBlank': 0.056338028169014086, 'locCodeAndComment': 0.051745254133496635, 'uniq_Op': 0.05419473361910594, 'uniq_Opnd': 0.056338028169014086, 'total_Op': 0.051745254133496635, 'total_Opnd': 0.05388854868340478, 'branchCount': 0.053582363747703615}",
openml,jm1,0.05,3,OK,True,"{'loc': 0.054500918554807105, 'v(g)': 0.059093692590324556, 'ev(g)': 0.05695039804041641, 'iv(g)': 0.04654011022657685, 'n': 0.04990814451928965, 'v': 0.04990814451928965, 'l': 0.05021432945499082, 'd': 0.05296999387630129, 'i': 0.04745866503368034, 'e': 0.055419473361910596, 'b': 0.05296999387630129, 't': 0.05113288426209431, 'lOCode': 0.04990814451928965, 'lOComment': 0.05603184323331292, 'lOBlank': 0.050826699326393145, 'locCodeAndComment': 0.05052051439069198, 'uniq_Op': 0.051745254133496635, 'uniq_Opnd': 0.054500918554807105, 'total_Op': 0.04898958971218616, 'total_Opnd': 0.05235762400489896, 'branchCount': 0.04807103490508267}",
openml,jm1,0.1,1,OK,True,"{'loc': 0.10134721371708512, 'v(g)': 0.09828536436007348, 'ev(g)': 0.10042865890998164, 'iv(g)': 0.10777709736680956, 'n': 0.10226576852418862, 'v': 0.10287813839559094, 'l': 0.09920391916717697, 'd': 0.09001837109614207, 'i': 0.0998162890385793, 'e': 0.09828536436007348, 'b': 0.10838946723821188, 't': 0.09675443968156766, 'lOCode': 0.09797917942437231, 'lOComment': 0.10287813839559094, 'lOBlank': 0.10716472749540723, 'locCodeAndComment': 0.09491733006736068, 'uniq_Op': 0.10440906307409675, 'uniq_Opnd': 0.09491733006736068, 'total_Op': 0.0998162890385793, 'total_Opnd': 0.09522351500306185, 'branchCount': 0.10471524800979792}",
openml,jm1,0.1,2,OK,True,"{'loc': 0.09338640538885487, 'v(g)': 0.09797917942437231, 'ev(g)': 0.11726883037354562, 'iv(g)': 0.10624617268830373, 'n': 0.10104102878138396, 'v': 0.10287813839559094, 'l': 0.09828536436007348, 'd': 0.1041028781383956, 'i': 0.0964482547458665, 'e': 0.09797917942437231, 'b': 0.10134721371708512, 't': 0.1041028781383956, 'lOCode': 0.10716472749540723, 'lOComment': 0.09859154929577464, 'lOBlank': 0.10349050826699327, 'locCodeAndComment': 0.09920391916717697, 'uniq_Op': 0.10257195345988977, 'uniq_Opnd': 0.10838946723821188, 'total_Op': 0.09797917942437231, 'total_Opnd': 0.10165339865278629, 'branchCount': 0.10226576852418862}",
openml,jm1,0.1,3,OK,True,"{'loc': 0.1157379056950398, 'v(g)': 0.10471524800979792, 'ev(g)': 0.10838946723821188, 'iv(g)': 0.0930802204531537, 'n': 0.10471524800979792, 'v': 0.0939987752602572, 'l': 0.09583588487446418, 'd': 0.10134721371708512, 'i': 0.09522351500306185, 'e': 0.10808328230251071, 'b': 0.1031843233312921, 't': 0.10134721371708512, 'lOCode': 0.11206368646662584, 'lOComment': 0.10900183710961421, 'lOBlank': 0.10257195345988977, 'locCodeAndComment': 0.10073484384568279, 'uniq_Op': 0.10685854255970606, 'uniq_Opnd': 0.10532761788120025, 'total_Op': 0.10502143294549908, 'total_Opnd': 0.09430496019595835, 'branchCount': 0.10104102878138396}",
openml,jm1,0.15,1,OK,True,"{'loc': 0.15492957746478872, 'v(g)': 0.14666258420085732, 'ev(g)': 0.14911206368646662, 'iv(g)': 0.15615431720759337, 'n': 0.15676668707899571, 'v': 0.15646050214329454, 'l': 0.1451316595223515, 'd': 0.14023270055113288, 'i': 0.14727495407225966, 'e': 0.14666258420085732, 'b': 0.1601347213717085, 't': 0.1417636252296387, 'lOCode': 0.14482547458665035, 'lOComment': 0.1484996938150643, 'lOBlank': 0.16074709124311085, 'locCodeAndComment': 0.14543784445805266, 'uniq_Op': 0.15676668707899571, 'uniq_Opnd': 0.14482547458665035, 'total_Op': 0.15646050214329454, 'total_Opnd': 0.1500306184935701, 'branchCount': 0.15462339252908758}",
openml,jm1,0.15,2,OK,True,"{'loc': 0.14972443355786896, 'v(g)': 0.15156154317207593, 'ev(g)': 0.16350275566442132, 'iv(g)': 0.15125535823637476, 'n': 0.14819350887936314, 'v': 0.15064298836497245, 'l': 0.14329454990814453, 'd': 0.15890998162890385, 'i': 0.14451928965094918, 'e': 0.14819350887936314, 'b': 0.14635639926515615, 't': 0.15584813227189223, 'lOCode': 0.15646050214329454, 'lOComment': 0.14696876913655849, 'lOBlank': 0.15462339252908758, 'locCodeAndComment': 0.14972443355786896, 'uniq_Op': 0.1543172075933864, 'uniq_Opnd': 0.15676668707899571, 'total_Op': 0.15125535823637476, 'total_Opnd': 0.14911206368646662, 'branchCount': 0.1524800979791794}",
openml,jm1,0.15,3,OK,True,"{'loc': 0.16564605021432946, 'v(g)': 0.15125535823637476, 'ev(g)': 0.15707287201469688, 'iv(g)': 0.14727495407225966, 'n': 0.15278628291488058, 'v': 0.1451316595223515, 'l': 0.14268218003674218, 'd': 0.15676668707899571, 'i': 0.14206981016533987, 'e': 0.15921616656460502, 'b': 0.15217391304347827, 't': 0.14972443355786896, 'lOCode': 0.15829761175750154, 'lOComment': 0.15890998162890385, 'lOBlank': 0.15860379669320268, 'locCodeAndComment': 0.15217391304347827, 'uniq_Op': 0.15799142682180037, 'uniq_Opnd': 0.14972443355786896, 'total_Op': 0.15982853643600733, 'total_Opnd': 0.14329454990814453, 'branchCount': 0.15554194733619106}",
openml,jm1,0.2,1,OK,True,"{'loc': 0.20606246172688303, 'v(g)': 0.19136558481322719, 'ev(g)': 0.19718309859154928, 'iv(g)': 0.20728720146968768, 'n': 0.20943049601959585, 'v': 0.20606246172688303, 'l': 0.19167176974892836, 'd': 0.19687691365584814, 'i': 0.19748928352725045, 'e': 0.1956521739130435, 'b': 0.20238824249846907, 't': 0.19167176974892836, 'lOCode': 0.19136558481322719, 'lOComment': 0.19595835884874463, 'lOBlank': 0.20943049601959585, 'locCodeAndComment': 0.19473361910593998, 'uniq_Op': 0.2082057562767912, 'uniq_Opnd': 0.1879975505205144, 'total_Op': 0.20483772198407837, 'total_Opnd': 0.1996325780771586, 'branchCount': 0.20238824249846907}",
openml,jm1,0.2,2,OK,True,"{'loc': 0.20361298224127372, 'v(g)': 0.19932639314145745, 'ev(g)': 0.20759338640538885, 'iv(g)': 0.19687691365584814, 'n': 0.20116350275566441, 'v': 0.2005511328842621, 'l': 0.19473361910593998, 'd': 0.21249234537660747, 'i': 0.19503980404164115, 'e': 0.19503980404164115, 'b': 0.19503980404164115, 't': 0.20422535211267606, 'lOCode': 0.20238824249846907, 'lOComment': 0.1996325780771586, 'lOBlank': 0.2005511328842621, 'locCodeAndComment': 0.19442743417023883, 'uniq_Op': 0.20330679730557258, 'uniq_Opnd': 0.20545009185548072, 'total_Op': 0.2082057562767912, 'total_Opnd': 0.19595835884874463, 'branchCount': 0.19718309859154928}",
openml,jm1,0.2,3,OK,True,"{'loc': 0.209736680955297, 'v(g)': 0.20085731781996327, 'ev(g)': 0.20330679730557258, 'iv(g)': 0.20024494794856093, 'n': 0.20483772198407837, 'v': 0.1962645437844458, 'l': 0.18677281077770974, 'd': 0.20361298224127372, 'i': 0.19350887936313532, 'e': 0.20514390691977955, 'b': 0.20146968769136558, 't': 0.20116350275566441, 'lOCode': 0.20238824249846907, 'lOComment': 0.21341090018371095, 'lOBlank': 0.21769748928352725, 'locCodeAndComment': 0.20514390691977955, 'uniq_Op': 0.20116350275566441, 'uniq_Opnd': 0.20177587262706675, 'total_Op': 0.21096142069810164, 'total_Opnd': 0.19014084507042253, 'branchCount': 0.20789957134109002}",
openml,jm1,0.25,1,OK,True,"{'loc': 0.2575015309246785, 'v(g)': 0.23698714023270054, 'ev(g)': 0.24709124311083894, 'iv(g)': 0.25627679118187385, 'n': 0.26393141457440294, 'v': 0.25535823637477034, 'l': 0.2400489895897122, 'd': 0.24372320881812615, 'i': 0.24096754439681567, 'e': 0.24066135946111453, 'b': 0.2575015309246785, 't': 0.24096754439681567, 'lOCode': 0.23943661971830985, 'lOComment': 0.24647887323943662, 'lOBlank': 0.25964482547458667, 'locCodeAndComment': 0.24556031843233314, 'uniq_Op': 0.25015309246785056, 'uniq_Opnd': 0.2449479485609308, 'total_Op': 0.2636252296387018, 'total_Opnd': 0.24647887323943662, 'branchCount': 0.25290875688916103}",
openml,jm1,0.25,2,OK,True,"{'loc': 0.2608695652173913, 'v(g)': 0.24800979791794245, 'ev(g)': 0.25260257195345986, 'iv(g)': 0.24219228413962032, 'n': 0.24954072259644824, 'v': 0.24892835272504593, 'l': 0.24586650336803428, 'd': 0.2636252296387018, 'i': 0.24617268830373545, 'e': 0.24035517452541336, 'b': 0.24617268830373545, 't': 0.24862216778934476, 'lOCode': 0.2504592774035517, 'lOComment': 0.24586650336803428, 'lOBlank': 0.24647887323943662, 'locCodeAndComment': 0.24709124311083894, 'uniq_Op': 0.25290875688916103, 'uniq_Opnd': 0.2544396815676669, 'total_Op': 0.2666870789957134, 'total_Opnd': 0.24770361298224128, 'branchCount': 0.24800979791794245}",
openml,jm1,0.25,3,OK,True,"{'loc': 0.26025719534598896, 'v(g)': 0.25535823637477034, 'ev(g)': 0.25474586650336806, 'iv(g)': 0.2467850581751378, 'n': 0.25780771586037965, 'v': 0.23606858542559706, 'l': 0.23331292100428658, 'd': 0.2568891610532762, 'i': 0.241579914268218, 'e': 0.2581139007960808, 'b': 0.24954072259644824, 't': 0.2492345376607471, 'lOCode': 0.24862216778934476, 'lOComment': 0.26240048989589715, 'lOBlank': 0.2636252296387018, 'locCodeAndComment': 0.2559706062461727, 'uniq_Op': 0.25382731169626455, 'uniq_Opnd': 0.2504592774035517, 'total_Op': 0.2575015309246785, 'total_Opnd': 0.23576240048989588, 'branchCount': 0.25964482547458667}",
