source,dataset,severity,seed,status,validation_passed,achieved_rate,excluded_columns
openml,kick,0.05,1,OK,True,"{'VehYear': 0.050463302446503565, 'VehicleAge': 0.051063262449170053, 'VehOdo': 0.04973001799880008, 'MMRAcquisitionAuctionAveragePrice': 0.050463302446503565, 'MMRAcquisitionAuctionCleanPrice': 0.049330044663689086, 'MMRAcquisitionRetailAveragePrice': 0.049330044663689086, 'MMRAcquisitonRetailCleanPrice': 0.05019665355642957, 'MMRCurrentAuctionAveragePrice': 0.04753016465568962, 'MMRCurrentAuctionCleanPrice': 0.049396706886207585, 'MMRCurrentRetailAveragePrice': 0.05059662689154056, 'MMRCurrentRetailCleanPrice': 0.05032997800146657, 'VehBCost': 0.04979668022131858, 'WarrantyCost': 0.05019665355642957}",
openml,kick,0.05,2,OK,True,"{'VehYear': 0.04919672021865209, 'VehicleAge': 0.048930071328578094, 'VehOdo': 0.050529964669022064, 'MMRAcquisitionAuctionAveragePrice': 0.054196386907539494, 'MMRAcquisitionAuctionCleanPrice': 0.049996666888874074, 'MMRAcquisitionRetailAveragePrice': 0.04906339577361509, 'MMRAcquisitonRetailCleanPrice': 0.04719685354309713, 'MMRCurrentAuctionAveragePrice': 0.052063195786947535, 'MMRCurrentAuctionCleanPrice': 0.04653023131791214, 'MMRCurrentRetailAveragePrice': 0.04919672021865209, 'MMRCurrentRetailCleanPrice': 0.05019665355642957, 'VehBCost': 0.05339644023731751, 'WarrantyCost': 0.04913005799613359}",
openml,kick,0.05,3,OK,True,"{'VehYear': 0.053863075794947, 'VehicleAge': 0.05019665355642957, 'VehOdo': 0.05272981801213252, 'MMRAcquisitionAuctionAveragePrice': 0.05172988467435504, 'MMRAcquisitionAuctionCleanPrice': 0.050996600226651555, 'MMRAcquisitionRetailAveragePrice': 0.046796880207986134, 'MMRAcquisitonRetailCleanPrice': 0.049463369108726084, 'MMRCurrentAuctionAveragePrice': 0.048796746883541096, 'MMRCurrentAuctionCleanPrice': 0.048863409106059595, 'MMRCurrentRetailAveragePrice': 0.05112992467168855, 'MMRCurrentRetailCleanPrice': 0.04906339577361509, 'VehBCost': 0.050396640223985066, 'WarrantyCost': 0.05212985800946603}",
openml,kick,0.1,1,OK,True,"{'VehYear': 0.10132657822811812, 'VehicleAge': 0.09839344043730418, 'VehOdo': 0.10085994267048863, 'MMRAcquisitionAuctionAveragePrice': 0.10019332044530364, 'MMRAcquisitionAuctionCleanPrice': 0.09999333377774815, 'MMRAcquisitionRetailAveragePrice': 0.0973268448770082, 'MMRAcquisitonRetailCleanPrice': 0.09946003599760016, 'MMRCurrentAuctionAveragePrice': 0.0971935204319712, 'MMRCurrentAuctionCleanPrice': 0.0975268315445637, 'MMRCurrentRetailAveragePrice': 0.09926004933004466, 'MMRCurrentRetailCleanPrice': 0.09932671155256316, 'VehBCost': 0.09899340043997067, 'WarrantyCost': 0.10159322711819212}",
openml,kick,0.1,2,OK,True,"{'VehYear': 0.10339310712619158, 'VehicleAge': 0.10039330711285914, 'VehOdo': 0.10299313379108059, 'MMRAcquisitionAuctionAveragePrice': 0.10319312045863609, 'MMRAcquisitionAuctionCleanPrice': 0.0971935204319712, 'MMRAcquisitionRetailAveragePrice': 0.10119325378308112, 'MMRAcquisitonRetailCleanPrice': 0.09479368042130525, 'MMRCurrentAuctionAveragePrice': 0.10125991600559962, 'MMRCurrentAuctionCleanPrice': 0.09859342710485967, 'MMRCurrentRetailAveragePrice': 0.09786014265715619, 'MMRCurrentRetailCleanPrice': 0.09912672488500766, 'VehBCost': 0.10165988934071062, 'WarrantyCost': 0.09806012932471168}",
openml,kick,0.1,3,OK,True,"{'VehYear': 0.10579294713685754, 'VehicleAge': 0.09859342710485967, 'VehOdo': 0.10579294713685754, 'MMRAcquisitionAuctionAveragePrice': 0.10419305379641357, 'MMRAcquisitionAuctionCleanPrice': 0.10139324045063662, 'MMRAcquisitionRetailAveragePrice': 0.09619358709419372, 'MMRAcquisitonRetailCleanPrice': 0.10012665822278514, 'MMRCurrentAuctionAveragePrice': 0.09519365375641624, 'MMRCurrentAuctionCleanPrice': 0.09792680487967469, 'MMRCurrentRetailAveragePrice': 0.09979334711019265, 'MMRCurrentRetailCleanPrice': 0.09866008932737817, 'VehBCost': 0.1023265115658956, 'WarrantyCost': 0.10159322711819212}",
openml,kick,0.15,1,OK,True,"{'VehYear': 0.1514565695620292, 'VehicleAge': 0.14632357842810478, 'VehOdo': 0.14999000066662221, 'MMRAcquisitionAuctionAveragePrice': 0.15218985400973267, 'MMRAcquisitionAuctionCleanPrice': 0.1501899873341777, 'MMRAcquisitionRetailAveragePrice': 0.14725684954336377, 'MMRAcquisitonRetailCleanPrice': 0.14999000066662221, 'MMRCurrentAuctionAveragePrice': 0.1455902939804013, 'MMRCurrentAuctionCleanPrice': 0.14732351176588226, 'MMRCurrentRetailAveragePrice': 0.14805679621358575, 'MMRCurrentRetailCleanPrice': 0.14739017398840076, 'VehBCost': 0.15212319178721417, 'WarrantyCost': 0.15178988067462168}",
openml,kick,0.15,2,OK,True,"{'VehYear': 0.15298980067995466, 'VehicleAge': 0.14992333844410372, 'VehOdo': 0.15192320511965868, 'MMRAcquisitionAuctionAveragePrice': 0.15205652956469567, 'MMRAcquisitionAuctionCleanPrice': 0.14859009399373374, 'MMRAcquisitionRetailAveragePrice': 0.15178988067462168, 'MMRAcquisitonRetailCleanPrice': 0.14812345843610425, 'MMRCurrentAuctionAveragePrice': 0.1505899606692887, 'MMRCurrentAuctionCleanPrice': 0.1506566228918072, 'MMRCurrentRetailAveragePrice': 0.14892340510632623, 'MMRCurrentRetailCleanPrice': 0.14899006732884473, 'VehBCost': 0.15405639624025064, 'WarrantyCost': 0.1501233251116592}",
openml,kick,0.15,3,OK,True,"{'VehYear': 0.15512299180054662, 'VehicleAge': 0.14925671621891873, 'VehOdo': 0.15472301846543562, 'MMRAcquisitionAuctionAveragePrice': 0.1561229251383241, 'MMRAcquisitionAuctionCleanPrice': 0.15258982734484366, 'MMRAcquisitionRetailAveragePrice': 0.1457902806479568, 'MMRAcquisitonRetailCleanPrice': 0.1509899340043997, 'MMRCurrentAuctionAveragePrice': 0.1452569828678088, 'MMRCurrentAuctionCleanPrice': 0.14919005399640023, 'MMRCurrentRetailAveragePrice': 0.14859009399373374, 'MMRCurrentRetailCleanPrice': 0.14465702286514232, 'VehBCost': 0.15272315178988066, 'WarrantyCost': 0.14919005399640023}",
openml,kick,0.2,1,OK,True,"{'VehYear': 0.20118658756082927, 'VehicleAge': 0.19525364975668288, 'VehOdo': 0.19825344977001533, 'MMRAcquisitionAuctionAveragePrice': 0.2000533297780148, 'MMRAcquisitionAuctionCleanPrice': 0.19878674755016332, 'MMRAcquisitionRetailAveragePrice': 0.2003199786680888, 'MMRAcquisitonRetailCleanPrice': 0.19892007199520031, 'MMRCurrentAuctionAveragePrice': 0.19692020531964535, 'MMRCurrentAuctionCleanPrice': 0.1995200319978668, 'MMRCurrentRetailAveragePrice': 0.20171988534097726, 'MMRCurrentRetailCleanPrice': 0.19752016532231184, 'VehBCost': 0.20265315645623624, 'WarrantyCost': 0.19845343643757082}",
openml,kick,0.2,2,OK,True,"{'VehYear': 0.20091993867075528, 'VehicleAge': 0.19892007199520031, 'VehOdo': 0.20071995200319978, 'MMRAcquisitionAuctionAveragePrice': 0.20198653423105126, 'MMRAcquisitionAuctionCleanPrice': 0.19738684087727484, 'MMRAcquisitionRetailAveragePrice': 0.19845343643757082, 'MMRAcquisitonRetailCleanPrice': 0.19825344977001533, 'MMRCurrentAuctionAveragePrice': 0.20078661422571828, 'MMRCurrentAuctionCleanPrice': 0.20358642757149523, 'MMRCurrentRetailAveragePrice': 0.19852009866008932, 'MMRCurrentRetailCleanPrice': 0.1995200319978668, 'VehBCost': 0.20278648090127324, 'WarrantyCost': 0.2001199920005333}",
openml,kick,0.2,3,OK,True,"{'VehYear': 0.20251983201119925, 'VehicleAge': 0.19712019198720085, 'VehOdo': 0.20691953869742016, 'MMRAcquisitionAuctionAveragePrice': 0.20425304979668021, 'MMRAcquisitionAuctionCleanPrice': 0.20698620091993866, 'MMRAcquisitionRetailAveragePrice': 0.19365375641623891, 'MMRAcquisitonRetailCleanPrice': 0.20125324978334777, 'MMRCurrentAuctionAveragePrice': 0.1940537297513499, 'MMRCurrentAuctionCleanPrice': 0.1999866675554963, 'MMRCurrentRetailAveragePrice': 0.19725351643223785, 'MMRCurrentRetailCleanPrice': 0.19745350309979334, 'VehBCost': 0.20278648090127324, 'WarrantyCost': 0.19692020531964535}",
openml,kick,0.25,1,OK,True,"{'VehYear': 0.25104993000466636, 'VehicleAge': 0.24211719218718752, 'VehOdo': 0.25018332111192587, 'MMRAcquisitionAuctionAveragePrice': 0.2500499966668889, 'MMRAcquisitionAuctionCleanPrice': 0.25124991667222185, 'MMRAcquisitionRetailAveragePrice': 0.2486500899940004, 'MMRAcquisitonRetailCleanPrice': 0.2491167255516299, 'MMRCurrentAuctionAveragePrice': 0.24645023665088994, 'MMRCurrentAuctionCleanPrice': 0.25124991667222185, 'MMRCurrentRetailAveragePrice': 0.25024998333444437, 'MMRCurrentRetailCleanPrice': 0.24578361442570495, 'VehBCost': 0.2537164189054063, 'WarrantyCost': 0.24998333444437038}",
openml,kick,0.25,2,OK,True,"{'VehYear': 0.25051663222451837, 'VehicleAge': 0.2482501166588894, 'VehOdo': 0.24711685887607493, 'MMRAcquisitionAuctionAveragePrice': 0.2539830677954803, 'MMRAcquisitionAuctionCleanPrice': 0.24611692553829745, 'MMRAcquisitionRetailAveragePrice': 0.24705019665355643, 'MMRAcquisitonRetailCleanPrice': 0.25058329444703686, 'MMRCurrentAuctionAveragePrice': 0.25191653889740684, 'MMRCurrentAuctionCleanPrice': 0.25144990333977735, 'MMRCurrentRetailAveragePrice': 0.24618358776081595, 'MMRCurrentRetailCleanPrice': 0.2527831477901473, 'VehBCost': 0.25071661889207386, 'WarrantyCost': 0.25244983667755483}",
openml,kick,0.25,3,OK,True,"{'VehYear': 0.2544497033531098, 'VehicleAge': 0.24665022331844544, 'VehOdo': 0.25558296113592427, 'MMRAcquisitionAuctionAveragePrice': 0.25191653889740684, 'MMRAcquisitionAuctionCleanPrice': 0.25704953003133124, 'MMRAcquisitionRetailAveragePrice': 0.2483167788814079, 'MMRAcquisitonRetailCleanPrice': 0.24598360109326045, 'MMRCurrentAuctionAveragePrice': 0.243917072195187, 'MMRCurrentAuctionCleanPrice': 0.25071661889207386, 'MMRCurrentRetailAveragePrice': 0.24658356109592694, 'MMRCurrentRetailCleanPrice': 0.25031664555696287, 'VehBCost': 0.2487167522165189, 'WarrantyCost': 0.2492500499966669}",
openml,phoneme,0.05,1,OK,True,"{'V1': 0.0499383477188656, 'V2': 0.05672009864364982, 'V3': 0.05055487053020962, 'V4': 0.04192355117139334, 'V5': 0.0530209617755857}",
openml,phoneme,0.05,2,OK,True,"{'V1': 0.04500616522811344, 'V2': 0.04315659679408138, 'V3': 0.04808877928483354, 'V4': 0.05240443896424168, 'V5': 0.04562268803945746}",
openml,phoneme,0.05,3,OK,True,"{'V1': 0.04932182490752158, 'V2': 0.05795314426633785, 'V3': 0.06535141800246609, 'V4': 0.0530209617755857, 'V5': 0.05240443896424168}",
openml,phoneme,0.1,1,OK,True,"{'V1': 0.0967940813810111, 'V2': 0.1091245376078915, 'V3': 0.09926017262638717, 'V4': 0.09741060419235512, 'V5': 0.09802712700369914}",
openml,phoneme,0.1,2,OK,True,"{'V1': 0.08877928483353884, 'V2': 0.0967940813810111, 'V3': 0.09802712700369914, 'V4': 0.10789149198520345, 'V5': 0.11097410604192355}",
openml,phoneme,0.1,3,OK,True,"{'V1': 0.1029593094944513, 'V2': 0.12330456226880394, 'V3': 0.10850801479654747, 'V4': 0.1029593094944513, 'V5': 0.11405672009864365}",
openml,phoneme,0.15,1,OK,True,"{'V1': 0.14488286066584463, 'V2': 0.16646115906288533, 'V3': 0.14796547472256474, 'V4': 0.1374845869297164, 'V5': 0.15166461159062886}",
openml,phoneme,0.15,2,OK,True,"{'V1': 0.1498150431565968, 'V2': 0.1461159062885327, 'V3': 0.15166461159062886, 'V4': 0.15782983970406905, 'V5': 0.16461159062885328}",
openml,phoneme,0.15,3,OK,True,"{'V1': 0.155980271270037, 'V2': 0.16707768187422933, 'V3': 0.14919852034525277, 'V4': 0.15104808877928483, 'V5': 0.16646115906288533}",
openml,phoneme,0.2,1,OK,True,"{'V1': 0.19235511713933415, 'V2': 0.22009864364981505, 'V3': 0.19728729963008632, 'V4': 0.1818742293464858, 'V5': 0.20776818742293465}",
openml,phoneme,0.2,2,OK,True,"{'V1': 0.2059186189889026, 'V2': 0.19543773119605426, 'V3': 0.19297163995067818, 'V4': 0.2059186189889026, 'V5': 0.20530209617755857}",
openml,phoneme,0.2,3,OK,True,"{'V1': 0.2059186189889026, 'V2': 0.20283600493218248, 'V3': 0.1966707768187423, 'V4': 0.1997533908754624, 'V5': 0.20715166461159062}",
openml,phoneme,0.25,1,OK,True,"{'V1': 0.2466091245376079, 'V2': 0.2601726263871763, 'V3': 0.2404438964241677, 'V4': 0.2435265104808878, 'V5': 0.24907521578298397}",
openml,phoneme,0.25,2,OK,True,"{'V1': 0.2595561035758323, 'V2': 0.2558569667077682, 'V3': 0.24475955610357583, 'V4': 0.25154130702836003, 'V5': 0.25709001233045625}",
openml,phoneme,0.25,3,OK,True,"{'V1': 0.24907521578298397, 'V2': 0.25400739827373614, 'V3': 0.25154130702836003, 'V4': 0.2595561035758323, 'V5': 0.25400739827373614}",
openml,road-safety,0.05,1,OK,True,"{'Age_of_Driver': 0.049930004666355575, 'Engine_Capacity_(CC)': 0.05066328911405906, 'Age_of_Vehicle': 0.049996666888874074, 'Location_Easting_OSGR': 0.05059662689154056, 'Location_Northing_OSGR': 0.04919672021865209, 'Longitude': 0.04966335577628158, 'Latitude': 0.05026331577894807, 'Number_of_Vehicles': 0.04746350243317112, 'Number_of_Casualties': 0.04766348910072662, '1st_Road_Number': 0.0485300979934671, 'Speed_limit': 0.049330044663689086, '2nd_Road_Number': 0.05019665355642957, 'Age_of_Casualty': 0.0487300846610226}",
openml,road-safety,0.05,2,OK,True,"{'Age_of_Driver': 0.048263449103393107, 'Engine_Capacity_(CC)': 0.049330044663689086, 'Age_of_Vehicle': 0.053596426904873005, 'Location_Easting_OSGR': 0.05266315578961402, 'Location_Northing_OSGR': 0.050929938004133056, 'Longitude': 0.05012999133391107, 'Latitude': 0.04686354243050463, 'Number_of_Vehicles': 0.05279648023465102, 'Number_of_Casualties': 0.04646356909539364, '1st_Road_Number': 0.048930071328578094, 'Speed_limit': 0.04813012465835611, '2nd_Road_Number': 0.05346310245983601, 'Age_of_Casualty': 0.050929938004133056}",
openml,road-safety,0.05,3,OK,True,"{'Age_of_Driver': 0.0539297380174655, 'Engine_Capacity_(CC)': 0.05112992467168855, 'Age_of_Vehicle': 0.05239650689954003, 'Location_Easting_OSGR': 0.050463302446503565, 'Location_Northing_OSGR': 0.049930004666355575, 'Longitude': 0.04706352909806013, 'Latitude': 0.04906339577361509, 'Number_of_Vehicles': 0.04906339577361509, 'Number_of_Casualties': 0.04806346243583761, '1st_Road_Number': 0.05239650689954003, 'Speed_limit': 0.048863409106059595, '2nd_Road_Number': 0.05066328911405906, 'Age_of_Casualty': 0.051063262449170053}",
openml,road-safety,0.1,1,OK,True,"{'Age_of_Driver': 0.10025998266782214, 'Engine_Capacity_(CC)': 0.09966002266515565, 'Age_of_Vehicle': 0.09939337377508166, 'Location_Easting_OSGR': 0.1022598493433771, 'Location_Northing_OSGR': 0.09892673821745217, 'Longitude': 0.09826011599226718, 'Latitude': 0.09926004933004466, 'Number_of_Vehicles': 0.09572695153656423, 'Number_of_Casualties': 0.09979334711019265, '1st_Road_Number': 0.09939337377508166, 'Speed_limit': 0.10005999600026665, '2nd_Road_Number': 0.10085994267048863, 'Age_of_Casualty': 0.09819345376974868}",
openml,road-safety,0.1,2,OK,True,"{'Age_of_Driver': 0.10379308046130258, 'Engine_Capacity_(CC)': 0.09899340043997067, 'Age_of_Vehicle': 0.10145990267315512, 'Location_Easting_OSGR': 0.10099326711552563, 'Location_Northing_OSGR': 0.09612692487167522, 'Longitude': 0.10092660489300713, 'Latitude': 0.09852676488234118, 'Number_of_Vehicles': 0.1025264982334511, 'Number_of_Casualties': 0.09672688487434171, '1st_Road_Number': 0.09959336044263715, 'Speed_limit': 0.09892673821745217, '2nd_Road_Number': 0.09946003599760016, 'Age_of_Casualty': 0.10152656489567362}",
openml,road-safety,0.1,3,OK,True,"{'Age_of_Driver': 0.10532631157922805, 'Engine_Capacity_(CC)': 0.09806012932471168, 'Age_of_Vehicle': 0.10212652489834011, 'Location_Easting_OSGR': 0.1022598493433771, 'Location_Northing_OSGR': 0.10319312045863609, 'Longitude': 0.09526031597893474, 'Latitude': 0.09899340043997067, 'Number_of_Vehicles': 0.09646023598426771, 'Number_of_Casualties': 0.10032664489034064, '1st_Road_Number': 0.09759349376708219, 'Speed_limit': 0.09852676488234118, '2nd_Road_Number': 0.10145990267315512, 'Age_of_Casualty': 0.10092660489300713}",
openml,road-safety,0.15,1,OK,True,"{'Age_of_Driver': 0.15158989400706618, 'Engine_Capacity_(CC)': 0.14965668955402972, 'Age_of_Vehicle': 0.14952336510899272, 'Location_Easting_OSGR': 0.15252316512232517, 'Location_Northing_OSGR': 0.14999000066662221, 'Longitude': 0.14692353843077127, 'Latitude': 0.14892340510632623, 'Number_of_Vehicles': 0.14345710285980934, 'Number_of_Casualties': 0.14872341843877074, '1st_Road_Number': 0.14765682287847476, 'Speed_limit': 0.14799013399106725, '2nd_Road_Number': 0.15478968068795412, 'Age_of_Casualty': 0.15152323178454769}",
openml,road-safety,0.15,2,OK,True,"{'Age_of_Driver': 0.15305646290247316, 'Engine_Capacity_(CC)': 0.14892340510632623, 'Age_of_Vehicle': 0.1502566495566962, 'Location_Easting_OSGR': 0.15225651623225117, 'Location_Northing_OSGR': 0.14839010732617824, 'Longitude': 0.15158989400706618, 'Latitude': 0.14645690287314178, 'Number_of_Vehicles': 0.15485634291047262, 'Number_of_Casualties': 0.14845676954869674, '1st_Road_Number': 0.14805679621358575, 'Speed_limit': 0.15178988067462168, '2nd_Road_Number': 0.15152323178454769, 'Age_of_Casualty': 0.14959002733151122}",
openml,road-safety,0.15,3,OK,True,"{'Age_of_Driver': 0.15405639624025064, 'Engine_Capacity_(CC)': 0.14932337844143723, 'Age_of_Vehicle': 0.15385640957269514, 'Location_Easting_OSGR': 0.1580561295913606, 'Location_Northing_OSGR': 0.15345643623758415, 'Longitude': 0.14625691620558628, 'Latitude': 0.14872341843877074, 'Number_of_Vehicles': 0.14459036064262382, 'Number_of_Casualties': 0.14859009399373374, '1st_Road_Number': 0.14739017398840076, 'Speed_limit': 0.1508566095593627, '2nd_Road_Number': 0.1511232584494367, 'Age_of_Casualty': 0.14645690287314178}",
openml,road-safety,0.2,1,OK,True,"{'Age_of_Driver': 0.20131991200586627, 'Engine_Capacity_(CC)': 0.1949870008666089, 'Age_of_Vehicle': 0.2003866408906073, 'Location_Easting_OSGR': 0.19852009866008932, 'Location_Northing_OSGR': 0.20151989867342177, 'Longitude': 0.1989867342177188, 'Latitude': 0.20051996533564428, 'Number_of_Vehicles': 0.19252049863342444, 'Number_of_Casualties': 0.20225318312112525, '1st_Road_Number': 0.19632024531697886, 'Speed_limit': 0.1998533431104593, '2nd_Road_Number': 0.20398640090660622, 'Age_of_Casualty': 0.20138657422838477}",
openml,road-safety,0.2,2,OK,True,"{'Age_of_Driver': 0.2001199920005333, 'Engine_Capacity_(CC)': 0.19752016532231184, 'Age_of_Vehicle': 0.20091993867075528, 'Location_Easting_OSGR': 0.1997200186654223, 'Location_Northing_OSGR': 0.19712019198720085, 'Longitude': 0.19892007199520031, 'Latitude': 0.1995200319978668, 'Number_of_Vehicles': 0.20191987200853276, 'Number_of_Casualties': 0.19878674755016332, '1st_Road_Number': 0.19858676088260782, 'Speed_limit': 0.20218652089860675, '2nd_Road_Number': 0.20231984534364375, 'Age_of_Casualty': 0.20138657422838477}",
openml,road-safety,0.2,3,OK,True,"{'Age_of_Driver': 0.20211985867608825, 'Engine_Capacity_(CC)': 0.20178654756349576, 'Age_of_Vehicle': 0.20698620091993866, 'Location_Easting_OSGR': 0.2043863742417172, 'Location_Northing_OSGR': 0.20751949870008665, 'Longitude': 0.19518698753416439, 'Latitude': 0.19518698753416439, 'Number_of_Vehicles': 0.1950536630891274, 'Number_of_Casualties': 0.19578694753683087, '1st_Road_Number': 0.20071995200319978, 'Speed_limit': 0.19765348976734884, '2nd_Road_Number': 0.19805346310245983, 'Age_of_Casualty': 0.19765348976734884}",
openml,road-safety,0.25,1,OK,True,"{'Age_of_Driver': 0.25184987667488834, 'Engine_Capacity_(CC)': 0.25051663222451837, 'Age_of_Vehicle': 0.25078328111459236, 'Location_Easting_OSGR': 0.2483834411039264, 'Location_Northing_OSGR': 0.24965002333177788, 'Longitude': 0.2483167788814079, 'Latitude': 0.25218318778748083, 'Number_of_Vehicles': 0.24485034331044597, 'Number_of_Casualties': 0.25731617892140524, '1st_Road_Number': 0.24965002333177788, 'Speed_limit': 0.24525031664555696, '2nd_Road_Number': 0.2544497033531098, 'Age_of_Casualty': 0.2549163389107393}",
openml,road-safety,0.25,2,OK,True,"{'Age_of_Driver': 0.25091660555962936, 'Engine_Capacity_(CC)': 0.24471701886540898, 'Age_of_Vehicle': 0.24985000999933338, 'Location_Easting_OSGR': 0.25204986334244384, 'Location_Northing_OSGR': 0.24645023665088994, 'Longitude': 0.24465035664289048, 'Latitude': 0.25244983667755483, 'Number_of_Vehicles': 0.2525831611225918, 'Number_of_Casualties': 0.2435837610825945, '1st_Road_Number': 0.25191653889740684, 'Speed_limit': 0.2541830544630358, '2nd_Road_Number': 0.24711685887607493, 'Age_of_Casualty': 0.25591627224851676}",
openml,road-safety,0.25,3,OK,True,"{'Age_of_Driver': 0.2536497566828878, 'Engine_Capacity_(CC)': 0.2491833877741484, 'Age_of_Vehicle': 0.2549830011332578, 'Location_Easting_OSGR': 0.2527831477901473, 'Location_Northing_OSGR': 0.25551629891340577, 'Longitude': 0.24658356109592694, 'Latitude': 0.24645023665088994, 'Number_of_Vehicles': 0.2479834677688154, 'Number_of_Casualties': 0.2430504633024465, '1st_Road_Number': 0.2479834677688154, 'Speed_limit': 0.2487167522165189, '2nd_Road_Number': 0.25024998333444437, 'Age_of_Casualty': 0.24545030331311246}",
tableshift,assistments,0.05,1,OK,True,{'position': 0.04932675643247567},
tableshift,assistments,0.05,2,OK,True,{'position': 0.045593920810558596},
tableshift,assistments,0.05,3,OK,True,{'position': 0.056125849886681775},
tableshift,assistments,0.1,1,OK,True,{'position': 0.09998666844420744},
tableshift,assistments,0.1,2,OK,True,{'position': 0.09838688174910012},
tableshift,assistments,0.1,3,OK,True,{'position': 0.10945207305692574},
tableshift,assistments,0.15,1,OK,True,{'position': 0.14904679376083188},
tableshift,assistments,0.15,2,OK,True,{'position': 0.15264631382482335},
tableshift,assistments,0.15,3,OK,True,{'position': 0.1571790427942941},
tableshift,assistments,0.2,1,OK,True,{'position': 0.1973070257299027},
tableshift,assistments,0.2,2,OK,True,{'position': 0.2027729636048527},
tableshift,assistments,0.2,3,OK,True,{'position': 0.20397280362618317},
tableshift,assistments,0.25,1,OK,True,{'position': 0.24556725769897347},
tableshift,assistments,0.25,2,OK,True,{'position': 0.2540994534062125},
tableshift,assistments,0.25,3,OK,True,{'position': 0.25623250233302225},
uci,default_credit,0.05,1,OK,True,"{'X1': 0.04899455616042662, 'X5': 0.05243861793134096, 'X12': 0.05032774136207088, 'X13': 0.05343850683257416, 'X14': 0.04732807465837129, 'X15': 0.050883235196089324, 'X16': 0.04966114876124875, 'X17': 0.04966114876124875, 'X18': 0.04743917342517498, 'X19': 0.05188312409732252, 'X20': 0.04732807465837129, 'X21': 0.05366070436618153, 'X22': 0.04477280302188646, 'X23': 0.048439062326408176}",
uci,default_credit,0.05,2,OK,True,"{'X1': 0.04810576602599711, 'X5': 0.04866125986001556, 'X12': 0.04955004999444506, 'X13': 0.04688367959115654, 'X14': 0.05377180313298523, 'X15': 0.054216198200199975, 'X16': 0.053882901899788914, 'X17': 0.049216753694034, 'X18': 0.04810576602599711, 'X19': 0.04955004999444506, 'X20': 0.04688367959115654, 'X21': 0.04799466725919342, 'X22': 0.0539940006665926, 'X23': 0.04799466725919342}",
uci,default_credit,0.05,3,OK,True,"{'X1': 0.05710476613709588, 'X5': 0.04988334629485613, 'X12': 0.05032774136207088, 'X13': 0.05132763026330408, 'X14': 0.05343850683257416, 'X15': 0.05154982779691145, 'X16': 0.05121653149650039, 'X17': 0.05077213642928564, 'X18': 0.04732807465837129, 'X19': 0.046661482057549164, 'X20': 0.050883235196089324, 'X21': 0.04810576602599711, 'X22': 0.04855016109321186, 'X23': 0.04855016109321186}",
uci,default_credit,0.1,1,OK,True,"{'X1': 0.09876680368847905, 'X5': 0.10409954449505611, 'X12': 0.09476724808354628, 'X13': 0.1032107543606266, 'X14': 0.10143317409176758, 'X15': 0.09765581602044217, 'X16': 0.09887790245528275, 'X17': 0.0983224086212643, 'X18': 0.09865570492167537, 'X19': 0.09821130985446061, 'X20': 0.09954449505610488, 'X21': 0.09821130985446061, 'X22': 0.09698922341962005, 'X23': 0.09598933451838684}",
uci,default_credit,0.1,2,OK,True,"{'X1': 0.1022108654593934, 'X5': 0.10298855682701923, 'X12': 0.10132207532496389, 'X13': 0.09887790245528275, 'X14': 0.10409954449505611, 'X15': 0.10376624819464504, 'X16': 0.10076658149094544, 'X17': 0.09476724808354628, 'X18': 0.10098877902455283, 'X19': 0.0974336184868348, 'X20': 0.0954338406843684, 'X21': 0.09910009998889012, 'X22': 0.10287745806021553, 'X23': 0.098433507388068}",
uci,default_credit,0.1,3,OK,True,"{'X1': 0.11076547050327741, 'X5': 0.09776691478724586, 'X12': 0.09810021108765693, 'X13': 0.10354405066103767, 'X14': 0.1080991000999889, 'X15': 0.10521053216309299, 'X16': 0.10098877902455283, 'X17': 0.1032107543606266, 'X18': 0.09598933451838684, 'X19': 0.09865570492167537, 'X20': 0.10043328519053439, 'X21': 0.09454505054993889, 'X22': 0.09443395178313521, 'X23': 0.09898900122208644}",
uci,default_credit,0.15,1,OK,True,"{'X1': 0.14887234751694256, 'X5': 0.15709365626041552, 'X12': 0.14209532274191755, 'X13': 0.1495389401177647, 'X14': 0.1524275080546606, 'X15': 0.1493167425841573, 'X16': 0.1524275080546606, 'X17': 0.14876124875013888, 'X18': 0.14787245861570936, 'X19': 0.15187201422064214, 'X20': 0.14620597711365405, 'X21': 0.1493167425841573, 'X22': 0.14542828574602823, 'X23': 0.14342850794356182}",
uci,default_credit,0.15,2,OK,True,"{'X1': 0.15453838462393069, 'X5': 0.15009443395178312, 'X12': 0.14798355738251306, 'X13': 0.14831685368292413, 'X14': 0.15198311298744585, 'X15': 0.15498277969114543, 'X16': 0.1475391623152983, 'X17': 0.1436507054771692, 'X18': 0.15309410065548273, 'X19': 0.15009443395178312, 'X20': 0.14676147094767247, 'X21': 0.15198311298744585, 'X22': 0.15198311298744585, 'X23': 0.14887234751694256}",
uci,default_credit,0.15,3,OK,True,"{'X1': 0.15864903899566715, 'X5': 0.14909454505054995, 'X12': 0.14820575491612042, 'X13': 0.15353849572269748, 'X14': 0.161204310632152, 'X15': 0.15276080435507167, 'X16': 0.15609376735918232, 'X17': 0.14865014998333517, 'X18': 0.14609487834685034, 'X19': 0.15198311298744585, 'X20': 0.14587268081324298, 'X21': 0.1474280635484946, 'X22': 0.14420619931118764, 'X23': 0.15131652038662372}",
